date,Equity_Sim,Bond_Sim,Commodity_Sim
2025-01-07,-0.01621594,0.00427070,-0.01091174
2025-01-08,0.00240811,0.00358880,0.00557786
2025-01-09,0.01247421,-0.00133451,-0.03349389
2025-01-10,0.00297371,-0.00229705,-0.00098959
2025-01-13,0.00061562,-0.00204977,0.01878956
2025-01-14,-0.01257799,-0.00345994,0.02189758
2025-01-15,-0.00056832,0.00128888,0.00145944
2025-01-16,-0.01232581,0.00301517,-0.00714936
2025-01-17,0.01394918,-0.00406672,0.00633920
2025-01-20,0.01029418,0.00113464,0.01025250
2025-01-21,0.02146041,-0.00008357,0.01336085
2025-01-22,-0.00210950,-0.00578912,-0.00071864
2025-01-23,-0.00989458,0.00208591,0.01217742
2025-01-24,-0.00994100,0.00712249,0.00969106
2025-01-27,0.00454591,0.00353660,-0.01883904
2025-01-28,-0.00643561,0.00301155,0.02589212
2025-01-29,-0.00049329,0.00190885,-0.03063633
2025-01-30,-0.01956092,-0.00503592,0.00393801
2025-01-31,-0.01636572,0.00260898,-0.01509290
2025-02-03,-0.00144210,0.00530484,-0.01939898
2025-02-04,0.00939487,-0.00503468,0.01585316
2025-02-05,-0.00738875,-0.00145282,-0.02612349
2025-02-06,0.01360722,-0.00339282,0.02842209
2025-02-07,-0.00518350,-0.00183557,-0.03334584
2025-02-10,0.00566147,0.00169509,-0.00048016
2025-02-11,-0.00769492,-0.00395902,-0.01654107
2025-02-12,-0.00021055,-0.00128621,-0.01590224
2025-02-13,-0.00781002,-0.00266545,0.00285945
2025-02-14,0.00446285,0.00069267,0.01428702
2025-02-17,-0.00325690,-0.00730622,0.00407746
2025-02-18,-0.03222617,-0.00530440,-0.06205814
2025-02-19,-0.00670218,-0.00865878,0.00614019
2025-02-20,-0.00541811,0.00533895,0.02147725
2025-02-21,-0.01348186,0.00123427,-0.01724146
2025-02-24,-0.00659355,0.00178512,-0.00636389
2025-02-25,-0.01177175,-0.00415702,0.00258412
2025-02-26,-0.01717278,-0.00202905,-0.02541419
2025-02-27,-0.00459311,-0.00252986,-0.00459329
2025-02-28,-0.01322778,-0.00050407,-0.01312630
2025-03-03,-0.00740973,0.00042067,-0.01445971
2025-03-04,-0.00064177,-0.00164024,0.02388193
2025-03-05,-0.00412568,-0.00117380,-0.03093455
2025-03-06,0.00811891,-0.00050907,0.03636171
2025-03-07,-0.00764366,0.00474208,0.01126400
2025-03-10,0.00089749,0.01177516,-0.03777346
2025-03-11,-0.00122441,0.00098555,0.01749508
2025-03-12,-0.00926581,0.00216215,0.00411235
2025-03-13,0.00491372,-0.00416226,-0.00952936
2025-03-14,0.00010139,-0.00296560,0.00781766
2025-03-17,0.00864103,-0.00417539,-0.00806139
2025-03-18,-0.00181479,0.00199324,0.00477928
2025-03-19,-0.00218484,-0.00283654,-0.02222360
2025-03-20,-0.00189056,0.00123139,-0.02176418
2025-03-21,-0.00296032,-0.00392648,-0.02621410
2025-03-24,0.00207338,-0.00180255,-0.01177926
2025-03-25,0.00111293,-0.00658120,-0.01412808
2025-03-26,0.01237756,0.00102429,0.02437847
2025-03-27,-0.00644516,0.00087789,-0.02526746
2025-03-28,0.00539357,0.00256136,-0.03778227
2025-03-31,0.00194648,0.00099996,0.00229954
2025-04-01,0.00636026,-0.00044683,0.00218022
2025-04-02,0.00448379,0.00394591,-0.03404501
2025-04-03,0.00621414,0.00116712,-0.00793749
2025-04-04,-0.01690535,0.00571802,-0.00909898
2025-04-07,0.00532525,-0.00284491,-0.00065029
2025-04-08,0.00979096,0.00494204,0.03572875
2025-04-09,-0.00269806,-0.00822013,-0.01573148
2025-04-10,0.01685176,0.00128446,0.02853450
2025-04-11,-0.01013096,0.00627790,-0.00344046
2025-04-14,0.01321341,0.00625896,0.04586685
2025-04-15,0.00727384,-0.00030961,0.02815449
2025-04-16,-0.00760019,0.00684638,-0.02469796
2025-04-17,0.01960731,-0.00281801,0.03232310
2025-04-18,0.01615339,0.00233515,0.00474420
2025-04-21,-0.01322156,-0.00000379,0.01192594
2025-04-22,-0.00629927,0.00554740,-0.00162794
2025-04-23,0.00876826,-0.00065991,-0.02561989
2025-04-24,0.01052531,-0.00236126,0.01872311
2025-04-25,0.00485670,0.00488131,-0.00959082
2025-04-28,-0.00839961,0.00265485,0.00279519
2025-04-29,-0.00492562,-0.00128643,0.00089711
2025-04-30,-0.01142732,0.00557003,-0.02065929
2025-05-01,-0.00762347,0.00266901,-0.01044852
2025-05-02,0.01366834,0.00627291,0.01816330
2025-05-05,0.01730980,0.00175295,0.01065974
2025-05-06,0.00938990,-0.00152399,0.00849793
2025-05-07,0.00663734,0.00000682,0.00062391
2025-05-08,0.00054584,-0.00087777,-0.01149638
2025-05-09,0.00684840,0.00484855,-0.00399280
2025-05-12,-0.01594071,-0.00366165,-0.03622681
2025-05-13,-0.01417565,-0.00221763,-0.03596087
2025-05-14,-0.00950931,-0.00165113,0.00746149
2025-05-15,0.01123718,-0.00074731,0.01098591
2025-05-16,0.00803197,0.00198330,0.01123802
2025-05-19,-0.00999037,0.00323161,-0.02258462
2025-05-20,-0.00454497,-0.00194248,-0.04219401
2025-05-21,-0.00822220,-0.00220538,-0.00175504
2025-05-22,0.00452923,-0.00014577,-0.00025086
2025-05-23,0.00000013,0.00520933,-0.02270364
2025-05-26,0.00530466,0.00499718,-0.00182688
2025-05-27,0.01049528,-0.00084566,0.00006258
2025-05-28,0.00072683,0.00069523,0.00072165
2025-05-29,0.00929147,-0.00305961,0.00856567
2025-05-30,0.01951373,-0.00332401,0.03215825
2025-06-02,0.01103677,-0.00442676,0.01110565
2025-06-03,-0.00982832,-0.00134244,0.02944907
2025-06-04,-0.01894087,0.00058927,-0.03031081
2025-06-05,0.00734673,0.00331668,-0.01523466
2025-06-06,-0.01755110,0.00235671,0.04094423
2025-06-09,0.02002486,0.00041450,0.00729058
2025-06-10,-0.00632065,0.00141684,-0.00845490
2025-06-11,-0.00582167,-0.00347443,0.01771742
2025-06-12,-0.00130863,-0.00394252,0.00978422
2025-06-13,0.00598756,0.00447165,0.00832784
2025-06-16,0.01694634,-0.00213803,-0.00283843
2025-06-17,-0.00003613,0.00290706,0.00697717
2025-06-18,0.02231407,-0.00167403,0.01734984
2025-06-19,0.00693241,0.00247639,-0.01309514
2025-06-20,-0.00534154,-0.00314774,-0.00094439
2025-06-23,-0.00809202,0.00194557,0.01084477
2025-06-24,0.00831373,-0.00276237,0.00712017
2025-06-25,-0.00266738,0.00103613,-0.05211780
2025-06-26,-0.00973556,-0.00061441,-0.01991277
2025-06-27,0.01071616,0.00223805,-0.02241862
2025-06-30,-0.00905342,-0.00241282,-0.01591048
2025-07-01,0.01811118,0.00365870,0.01275804
2025-07-02,0.01457851,0.00367178,0.00235412
2025-07-03,-0.01466537,-0.00092723,0.01532617
2025-07-04,-0.00965286,-0.00393774,0.02177967
2025-07-07,0.00675281,-0.00215867,0.02986334
2025-07-08,0.00145132,-0.00775812,-0.00400829
2025-07-09,0.00257543,0.00344906,0.02083789
2025-07-10,-0.00352807,-0.00295388,-0.02483257
2025-07-11,0.00995904,0.00288505,-0.01171821
2025-07-14,-0.02160433,0.00242426,0.00019467
2025-07-15,-0.00899708,0.00083420,-0.01092463
2025-07-16,-0.00456819,0.00506836,-0.01069821
2025-07-17,0.00831335,0.00074726,-0.00815170
2025-07-18,-0.00405318,0.00276259,0.03054672
2025-07-21,0.00366580,0.00629985,0.00961937
2025-07-22,-0.00991403,0.00153684,-0.04381219
2025-07-23,-0.00725413,-0.00439929,-0.03701116
2025-07-24,0.00210397,0.00520062,0.01633865
2025-07-25,-0.00106113,-0.00194712,-0.00227730
2025-07-28,-0.01441821,-0.00716838,-0.00061533
2025-07-29,-0.00705916,-0.00091174,-0.01859432
2025-07-30,-0.00669809,0.00153608,0.00559090
2025-07-31,0.00424092,-0.00079213,0.01597988
2025-08-01,0.01183168,-0.00028205,-0.02112779
2025-08-04,0.01284117,0.00127680,0.01559521
2025-08-05,0.00803209,0.00296729,0.02018786
2025-08-06,0.01079779,-0.00133482,0.00331450
2025-08-07,-0.00806640,0.00486494,0.02021173
2025-08-08,0.00377983,0.00153773,-0.02882091
2025-08-11,0.00002763,-0.00183109,-0.02135139
2025-08-12,-0.00591283,0.00416727,-0.01518778
2025-08-13,0.00311740,0.00063298,0.02558653
2025-08-14,0.01828844,0.00372032,0.01127131
2025-08-15,-0.00144973,0.00100117,-0.03147010
2025-08-18,0.01195303,0.00342488,-0.00388741
2025-08-19,-0.01658740,0.00129676,0.00537400
2025-08-20,-0.00484178,0.00208494,-0.00080449
2025-08-21,-0.00988305,0.00737243,-0.01821769
2025-08-22,0.00763904,0.00009237,0.00223080
2025-08-25,-0.00611808,-0.00264500,0.00007589
2025-08-26,0.00999382,-0.00329507,0.02177187
2025-08-27,-0.00981753,0.00183457,-0.02885772
2025-08-28,0.01436446,0.00797890,0.00359580
2025-08-29,-0.00987762,-0.00318234,0.03163058
2025-09-01,0.01538812,0.00249892,-0.00423331
2025-09-02,0.00552038,0.00317753,0.03156639
2025-09-03,0.01455551,0.00377388,0.01461380
2025-09-04,-0.00068030,-0.00281428,-0.00547206
2025-09-05,-0.01259379,0.00231453,-0.00704194
2025-09-08,0.01924477,0.00644922,0.00221235
2025-09-09,0.00783396,0.00030264,-0.00853460
2025-09-10,0.00892981,-0.00630714,0.00004928
2025-09-11,-0.01397004,-0.00555380,-0.00587686
2025-09-12,-0.00520240,0.00058986,-0.01602486
2025-09-15,-0.00274415,-0.00025778,0.01299198
2025-09-16,-0.00051648,-0.00212273,-0.00937164
2025-09-17,0.00084332,0.00192475,0.02294986
2025-09-18,0.01469830,-0.00063106,0.00342855
2025-09-19,-0.01728742,0.00056924,-0.00063923
2025-09-22,-0.00178483,0.00452840,-0.02310489
2025-09-23,0.00881446,0.00246419,0.02434022
2025-09-24,0.00827160,0.00116085,0.01810561
2025-09-25,-0.01283961,-0.00120566,0.02104132
2025-09-26,-0.00514227,0.00198367,0.00701197
2025-09-29,-0.01032934,0.00238290,-0.01757309
2025-09-30,0.00895920,0.00256981,0.00551104
2025-10-01,0.01288719,0.00044299,0.00821784
2025-10-02,0.00925804,-0.00038389,0.01835577
2025-10-03,-0.00751200,0.00090625,-0.04021938
2025-10-06,-0.00199286,-0.00330151,0.02092989
2025-10-07,0.01171262,-0.00176446,-0.00403069
2025-10-08,0.01150477,0.00180802,0.00764945
2025-10-09,-0.01796426,-0.00244026,-0.03001281
2025-10-10,-0.00348527,0.00024055,0.00288586
2025-10-13,-0.00549531,-0.00462366,-0.00188824
2025-10-14,-0.00504123,0.00337417,-0.02492365
2025-10-15,0.00362831,-0.00093182,-0.00555738
2025-10-16,-0.00972792,-0.00413403,-0.02563992
2025-10-17,0.00255870,-0.00074717,-0.01726010
2025-10-20,0.00315850,-0.00177419,0.02824844
2025-10-21,-0.00204769,0.00026231,0.00342850
2025-10-22,-0.00733215,0.00070146,0.02439549
2025-10-23,0.00388002,0.00387329,-0.01508099
2025-10-24,0.00387199,0.00426336,0.04164481
2025-10-27,0.01006298,0.00058877,0.04569768
2025-10-28,-0.00689263,-0.00183193,0.00937866
2025-10-29,0.00049663,-0.00354893,0.01444426
2025-10-30,0.00802363,-0.00330893,-0.01963248
2025-10-31,-0.00985773,0.00157252,-0.00059408
2025-11-03,-0.00926566,-0.00092846,-0.01810074
2025-11-04,0.01411310,0.00444097,0.02038536
2025-11-05,0.00611481,-0.00289628,-0.01995468
2025-11-06,0.00199351,0.00533555,-0.00456638
2025-11-07,0.00316641,-0.00244111,-0.00229329
2025-11-10,0.00020900,-0.00219957,0.02554951
2025-11-11,-0.00102946,0.00312141,0.00799296
2025-11-12,-0.01015442,-0.00052294,0.00981533
2025-11-13,0.00165279,0.00207307,-0.00895950
2025-11-14,0.00788563,-0.00399330,-0.00947531
2025-11-17,-0.01420252,-0.00264736,0.00589650
2025-11-18,0.00985339,0.00139011,0.00331507
2025-11-19,-0.00220224,0.00378768,0.01645052
2025-11-20,-0.00046624,-0.00465970,-0.00516241
2025-11-21,0.00335399,-0.00484229,0.00189790
2025-11-24,0.00657601,0.00368009,0.01077549
